Country,Language,variable,value,Correct
Chile,Spanish,zav1.6,,0
Colombia,Spanish,zav1.6,,0
Costa Rica,Spanish,zav1.6,,0
Spain,Spanish,zav1.6,,0
Spain,Spanish,zav1.7, miró sobre el tren,1
Spain,Spanish,zav1.7,él mirí el sobre,1
Spain,Spanish,zav1.7,Él miró  el tren,1
Costa Rica,Spanish,zav1.7,el miro  sobre el tren,1
Spain,Spanish,zav1.7,èl miró cobre el tren,1
Costa Rica,Spanish,zav1.7,el miro el sobre,1
Chile,Spanish,zav1.7,él miró el sobre,1
Spain,Spanish,zav1.7,Él miró el sobre,1
Costa Rica,Spanish,zav1.7,el miro el tren,1
Costa Rica,Spanish,zav1.7,El miro el tren,1
Chile,Spanish,zav1.7,el miró el tren,1
Chile,Spanish,zav1.7,él miro el tren,1
Costa Rica,Spanish,zav1.7,él miro el tren,1
Costa Rica,Spanish,zav1.7,Él miro el tren,1
Spain,Spanish,zav1.7,él miro el tren,1
Chile,Spanish,zav1.7,él miró el tren,1
Chile,Spanish,zav1.7,Él miró el tren,1
Costa Rica,Spanish,zav1.7,él miró el tren,1
Costa Rica,Spanish,zav1.7,Él miró el tren,1
Spain,Spanish,zav1.7,él miró el tren,1
Spain,Spanish,zav1.7,Él miró el tren,1
Costa Rica,Spanish,zav1.7,el miro el tren ,1
Costa Rica,Spanish,zav1.7,El miro el tren ,1
Costa Rica,Spanish,zav1.7,Él miro el tren ,1
Spain,Spanish,zav1.7,Él miro el tren ,1
Chile,Spanish,zav1.7,él miró el tren ,1
Chile,Spanish,zav1.7,Él miró el tren ,1
Costa Rica,Spanish,zav1.7,él miró el tren ,1
Spain,Spanish,zav1.7,él miró el tren ,1
Chile,Spanish,zav1.7,Él miró el tren partir ,2
Spain,Spanish,zav1.7,él miró el tren sobre el,2
Costa Rica,Spanish,zav1.7,Él miro el tren.,1
Costa Rica,Spanish,zav1.7,Él miró el tren.,1
Spain,Spanish,zav1.7,Él miró el tren.,1
Costa Rica,Spanish,zav1.7,Él miró el tren. ,1
Costa Rica,Spanish,zav1.7,él miró elv tren,1
Costa Rica,Spanish,zav1.7,él miro sobre el,2
Costa Rica,Spanish,zav1.7,él miró sobre el,2
Costa Rica,Spanish,zav1.7,el miro sobre el tren,2
Costa Rica,Spanish,zav1.7,el miró sobre el tren,2
Spain,Spanish,zav1.7,el miró sobre el tren,2
Spain,Spanish,zav1.7,El miró sobre el tren,2
Costa Rica,Spanish,zav1.7,él miro sobre el tren,2
Costa Rica,Spanish,zav1.7,Él miro sobre el tren,2
Spain,Spanish,zav1.7,él miro sobre el tren,2
Chile,Spanish,zav1.7,él miró sobre el tren,2
Costa Rica,Spanish,zav1.7,él miró sobre el tren,2
Costa Rica,Spanish,zav1.7,Él miró sobre el tren,2
Spain,Spanish,zav1.7,Él miró sobre el tren,2
Costa Rica,Spanish,zav1.7,èl miro sobre el tren,2
Costa Rica,Spanish,zav1.7,Èl miro sobre el tren,2
Costa Rica,Spanish,zav1.7,èl mirò sobre el tren,2
Spain,Spanish,zav1.7,èl mirò sobre el tren,2
Costa Rica,Spanish,zav1.7,el miro sobre el tren ,2
Spain,Spanish,zav1.7,el miro sobre el tren ,2
Costa Rica,Spanish,zav1.7,él miro sobre el tren ,2
Costa Rica,Spanish,zav1.7,él miró sobre el tren ,2
Costa Rica,Spanish,zav1.7,el miró sobre el tren pene,2
Costa Rica,Spanish,zav1.7,EL MIRO SOBRE EL TREWN,2
Spain,Spanish,zav1.7,Él miró sobre tren,2
Chile,Spanish,zav1.7,él sobre el tren,1
Chile,Spanish,zav1.7,el tren miró él,1
Spain,Spanish,zav1.7,El tren miró sobre él,2
Costa Rica,Spanish,zav1.7,el tren mirò sobre èl,2
Costa Rica,Spanish,zav1.7,el tren sobre él,1
Colombia,Spanish,zav1.7,El tren sobre ese,2
Colombia,Spanish,zav1.7,El tren sobre ese.,2
Colombia,Spanish,zav1.7,el tren sobre vio,2
Colombia,Spanish,zav1.7,el tren vio sobre,2
Colombia,Spanish,zav1.7,el vino sobre ese tren,2
Colombia,Spanish,zav1.7,El vio ese sobre,1
Colombia,Spanish,zav1.7,Él vio ese sobre,1
Colombia,Spanish,zav1.7,el vio ese tren,1
Colombia,Spanish,zav1.7,El vio ese tren,1
Colombia,Spanish,zav1.7,él vio ese tren,1
Colombia,Spanish,zav1.7,el vio ese tren ,1
Colombia,Spanish,zav1.7,El vio ese tren ,1
Colombia,Spanish,zav1.7,El vio ese tren.,1
Colombia,Spanish,zav1.7,el vio sobre el tren,2
Colombia,Spanish,zav1.7,ese sobre el tren,2
Colombia,Spanish,zav1.7,ese vio el tren,1
Colombia,Spanish,zav1.7,Ese vio el tren,1
Colombia,Spanish,zav1.7,ese vio el tren.,1
Chile,Spanish,zav1.7,Miro el tren,2
Costa Rica,Spanish,zav1.7,Mirò el tren,2
Costa Rica,Spanish,zav1.7,miro sobre èl el tren,2
Chile,Spanish,zav1.7,miro sobre el tren,1
Costa Rica,Spanish,zav1.7,miro sobre el tren,1
Costa Rica,Spanish,zav1.7,Miro sobre el tren,1
Spain,Spanish,zav1.7,miro sobre el tren,1
Chile,Spanish,zav1.7,miró sobre el tren,1
Chile,Spanish,zav1.7,Miró sobre el tren,1
Costa Rica,Spanish,zav1.7,miró sobre el tren,1
Costa Rica,Spanish,zav1.7,Miró sobre el tren,1
Costa Rica,Spanish,zav1.7,MIRÓ SOBRE EL TREN,1
Spain,Spanish,zav1.7,Miró sobre el tren,1
Costa Rica,Spanish,zav1.7,mirò sobre el tren,1
Costa Rica,Spanish,zav1.7,miro sobre el tren ,1
Chile,Spanish,zav1.7,Miró sobre el tren ,1
Costa Rica,Spanish,zav1.7,miró sobre el tren ,1
Costa Rica,Spanish,zav1.7,Miró sobre el tren ,1
Costa Rica,Spanish,zav1.7,mirò sobre el tren ,1
Spain,Spanish,zav1.7,NA,0
Colombia,Spanish,zav1.7,sobre el tren ese,1
Costa Rica,Spanish,zav1.7,sobre el tren miro,1
Costa Rica,Spanish,zav1.7,sobre el tren miró,1
Costa Rica,Spanish,zav1.7,Sobre el tren miró,1
Spain,Spanish,zav1.7,sobre el tren miró,1
Costa Rica,Spanish,zav1.7,sobre el tren mirò,1
Costa Rica,Spanish,zav1.7,sobre el tren miro el ,2
Colombia,Spanish,zav1.7,sobre el tren vio,2
Colombia,Spanish,zav1.7,sobre el tren vio ,2
Colombia,Spanish,zav1.7,Vio el sobre ese,1
Colombia,Spanish,zav1.7,vio sobre el tren,1
Colombia,Spanish,zav1.7,VIO SOBRE EL TREN ,1
Colombia,Spanish,zav1.7,vio sobre ese tren,1
Colombia,Spanish,zav1.7,Vio sobre ese tren.,1
Chile,Spanish,zav1.7,,0
Colombia,Spanish,zav1.7,,0
Costa Rica,Spanish,zav1.7,,0
Spain,Spanish,zav1.7,,0
Chile,Spanish,zav1.8,congelado estaba el lago,1
Costa Rica,Spanish,zav1.8,Congelado estaba el lago,1
Costa Rica,Spanish,zav1.8,congelado estaba el lago deberia,0
Costa Rica,Spanish,zav1.8,deberia el lago estaba congelado,0
Costa Rica,Spanish,zav1.8,deberia el lago estar congelado,1
Costa Rica,Spanish,zav1.8,Debería estaba congelado el lago ,0
Costa Rica,Spanish,zav1.8,deberia estaba el lago congelado,0
Spain,Spanish,zav1.8,"debería, el lago congelado estaba",0
Spain,Spanish,zav1.8,El algo estaba congelado ,1
Colombia,Spanish,zav1.8,el congelado lago,0
Costa Rica,Spanish,zav1.8,el lado estaba congelado,1
Costa Rica,Spanish,zav1.8,el lago ,0
Costa Rica,Spanish,zav1.8,el lago congelado estaba,1
Costa Rica,Spanish,zav1.8,eL LAGO DEBERIA ESTAR CONGELADO,0
Costa Rica,Spanish,zav1.8,El lago deberia estar congelado,2
Spain,Spanish,zav1.8,el lago deberia estar congelado,2
Chile,Spanish,zav1.8,el lago debería estar congelado,2
Costa Rica,Spanish,zav1.8,el lago debería estar congelado,2
Spain,Spanish,zav1.8,El lago debería estar congelado,2
Costa Rica,Spanish,zav1.8,el lago debería estar congelado ,2
Costa Rica,Spanish,zav1.8,el lago deberia estar congelado.,2
Costa Rica,Spanish,zav1.8,el lago esta congelado,1
Costa Rica,Spanish,zav1.8,el lago estaba cogelado,1
Spain,Spanish,zav1.8,el lago estaba cogelado,1
Costa Rica,Spanish,zav1.8,El lago estaba cogenlado,1
Chile,Spanish,zav1.8,el lago estaba congealdo,1
Costa Rica,Spanish,zav1.8,el lago estaba congelada,1
Chile,Spanish,zav1.8,el lago estaba congelado,1
Chile,Spanish,zav1.8,El lago estaba congelado,1
Colombia,Spanish,zav1.8,el lago estaba congelado,1
Colombia,Spanish,zav1.8,El lago estaba congelado,1
Colombia,Spanish,zav1.8,EL lago estaba congelado,1
Colombia,Spanish,zav1.8,EL LAGO ESTABA CONGELADO,1
Costa Rica,Spanish,zav1.8,el lago estaba congelado,1
Costa Rica,Spanish,zav1.8,El lago estaba congelado,1
Costa Rica,Spanish,zav1.8,EL LAGO ESTABA CONGELADO,1
Spain,Spanish,zav1.8,el lago estaba congelado,1
Spain,Spanish,zav1.8,El lago estaba congelado,1
Chile,Spanish,zav1.8,el lago estaba congelado ,1
Chile,Spanish,zav1.8,El lago estaba congelado ,1
Colombia,Spanish,zav1.8,el lago estaba congelado ,1
Colombia,Spanish,zav1.8,El lago estaba congelado ,1
Costa Rica,Spanish,zav1.8,el lago estaba congelado ,1
Costa Rica,Spanish,zav1.8,El lago estaba congelado ,1
Spain,Spanish,zav1.8,El lago estaba congelado ,1
Costa Rica,Spanish,zav1.8,el lago estaba congelado deberia,2
Costa Rica,Spanish,zav1.8,el lago estaba congelado deberia 548,2
Colombia,Spanish,zav1.8,El lago estaba congelado.,1
Costa Rica,Spanish,zav1.8,El lago estaba congelado.,1
Spain,Spanish,zav1.8,El lago estaba congelado.,1
Costa Rica,Spanish,zav1.8,El lago estaba congelado. ,1
Costa Rica,Spanish,zav1.8,el lago estaba deberia congelado,2
Colombia,Spanish,zav1.8,el lago estaba descongelado,1
Costa Rica,Spanish,zav1.8,el lago estaba descongelado ,1
Costa Rica,Spanish,zav1.8,el pene largo estaba tan congelado que se le pego a la pepa,2
Costa Rica,Spanish,zav1.8,Esta congelado el lago,1
Chile,Spanish,zav1.8,estaba congelado el lago,1
Colombia,Spanish,zav1.8,Estaba congelado el lago,1
Costa Rica,Spanish,zav1.8,estaba congelado el lago ,1
Costa Rica,Spanish,zav1.8,estaba el lago congelado,1
Costa Rica,Spanish,zav1.8,estaba el lago congelado ,1
Costa Rica,Spanish,zav1.8,estaba el lago congelado deberia,2
Costa Rica,Spanish,zav1.8,Estaba el lago congelado. ,1
Chile,Spanish,zav1.8,lago el congelado estaba debería,0
Colombia,Spanish,zav1.8,NA,0
Spain,Spanish,zav1.8,NA,0
Chile,Spanish,zav1.8,,0
Colombia,Spanish,zav1.8,,0
Costa Rica,Spanish,zav1.8,,0
Spain,Spanish,zav1.8,,0
Costa Rica,Spanish,zav1.9,la lanzó súbitamente la pelota,1
Colombia,Spanish,zav1.9,La pelota fue lanzada subutamente,2
Costa Rica,Spanish,zav1.9,La pelota lanzó subitamente,1
Chile,Spanish,zav1.9,la pelota lanzó súbitamente,1
Costa Rica,Spanish,zav1.9,la pelota lanzó súbitamente,1
Colombia,Spanish,zav1.9,La pelota súbitamente lanzó,1
Costa Rica,Spanish,zav1.9,la subita pelota la lanzó,2
Costa Rica,Spanish,zav1.9,la vez lanzó subitamente la pelota,2
Chile,Spanish,zav1.9,la vez subitamente la lanzo,2
Spain,Spanish,zav1.9,lanzço la pelota súbitamente,1
Colombia,Spanish,zav1.9,lanzó  subitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzo la pelota,0
Spain,Spanish,zav1.9,lanzó la pelota,0
Costa Rica,Spanish,zav1.9,Lanzò la pelota,0
Costa Rica,Spanish,zav1.9,Lanzo la pelota ,0
Costa Rica,Spanish,zav1.9,lanzo la pelota subidamente,1
Chile,Spanish,zav1.9,lanzo la pelota subitamente,1
Chile,Spanish,zav1.9,Lanzo la pelota subitamente,1
Colombia,Spanish,zav1.9,lanzo la pelota subitamente,1
Costa Rica,Spanish,zav1.9,lanzo la pelota subitamente,1
Costa Rica,Spanish,zav1.9,Lanzo la pelota subitamente,1
Costa Rica,Spanish,zav1.9,lanzo la pelota súbitamente,1
Costa Rica,Spanish,zav1.9,lanzó la pelota subitamente,1
Costa Rica,Spanish,zav1.9,Lanzó la pelota subitamente,1
Spain,Spanish,zav1.9,lanzó la pelota subitamente,1
Chile,Spanish,zav1.9,lanzó la pelota súbitamente,1
Colombia,Spanish,zav1.9,lanzó la pelota súbitamente,1
Colombia,Spanish,zav1.9,Lanzó la pelota súbitamente,1
Costa Rica,Spanish,zav1.9,lanzó la pelota súbitamente,1
Costa Rica,Spanish,zav1.9,Lanzó la pelota súbitamente,1
Costa Rica,Spanish,zav1.9,LANZÓ LA PELOTA SÚBITAMENTE,1
Spain,Spanish,zav1.9,lanzó la pelota súbitamente,1
Spain,Spanish,zav1.9,Lanzó la pelota súbitamente,1
Costa Rica,Spanish,zav1.9,lanzò la pelota subitamente,1
Spain,Spanish,zav1.9,lanzò la pelota subitamente,1
Costa Rica,Spanish,zav1.9,lanzò la pelota sùbitamente,1
Costa Rica,Spanish,zav1.9,Lanzo la pelota subitamente ,1
Spain,Spanish,zav1.9,Lanzo la pelota súbitamente ,1
Chile,Spanish,zav1.9,lanzó la pelota súbitamente ,1
Colombia,Spanish,zav1.9,lanzó la pelota súbitamente ,1
Costa Rica,Spanish,zav1.9,lanzó la pelota súbitamente ,1
Costa Rica,Spanish,zav1.9,lanzo la pelota subitamente vez,2
Costa Rica,Spanish,zav1.9,Lanzó la pelota súbitamente.,1
Costa Rica,Spanish,zav1.9,Lanzó la pelota súbitamente. ,1
Costa Rica,Spanish,zav1.9,lanzo la pelota subitamnete ,1
Costa Rica,Spanish,zav1.9,Lanzo sibitamente la pelota,1
Spain,Spanish,zav1.9,lanzó súbditamente la pelota,1
Colombia,Spanish,zav1.9,Lanzo subitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzo subitamente la pelota,1
Costa Rica,Spanish,zav1.9,Lanzo subitamente la pelota,1
Spain,Spanish,zav1.9,lanzo subitamente la pelota,1
Colombia,Spanish,zav1.9,lanzo súbitamente la pelota,1
Colombia,Spanish,zav1.9,Lanzo súbitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzo súbitamente la pelota,1
Chile,Spanish,zav1.9,lanzó súbitamente la pelota,1
Chile,Spanish,zav1.9,Lanzó súbitamente la pelota,1
Colombia,Spanish,zav1.9,lanzó súbitamente la pelota,1
Colombia,Spanish,zav1.9,Lanzó súbitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzó súbitamente la pelota,1
Costa Rica,Spanish,zav1.9,Lanzó súbitamente la pelota,1
Spain,Spanish,zav1.9,lanzó súbitamente la pelota,1
Spain,Spanish,zav1.9,Lanzó súbitamente la pelota,1
Colombia,Spanish,zav1.9,lanzò sùbitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzò sùbitamente la pelota,1
Costa Rica,Spanish,zav1.9,lanzo subitamente la pelota ,1
Costa Rica,Spanish,zav1.9,Lanzo subitamente la pelota ,1
Chile,Spanish,zav1.9,Lanzo súbitamente la pelota ,1
Costa Rica,Spanish,zav1.9,lanzó subitamente la pelota ,1
Costa Rica,Spanish,zav1.9,Lanzó subitamente la pelota ,1
Chile,Spanish,zav1.9,lanzó súbitamente la pelota ,1
Chile,Spanish,zav1.9,Lanzó súbitamente la pelota ,1
Costa Rica,Spanish,zav1.9,lanzó súbitamente la pelota ,1
Spain,Spanish,zav1.9,Lanzó súbitamente la pelota ,1
Costa Rica,Spanish,zav1.9,Lanzo súbitamente la pelota.,1
Colombia,Spanish,zav1.9,Lanzó súbitamente la pelota.,1
Colombia,Spanish,zav1.9,lanzo subitamnete la pelota,1
Spain,Spanish,zav1.9,lanzó vez subitamente la pelota,2
Costa Rica,Spanish,zav1.9,"lanzó, la pelota súbitamente ",1
Spain,Spanish,zav1.9,Lanzó´o súbitamente la pelota,1
Costa Rica,Spanish,zav1.9,Lazo la pelota subitamente,1
Chile,Spanish,zav1.9,lazó la pelota súbitamente,1
Spain,Spanish,zav1.9,Lazó la pelota súbitamente,1
Colombia,Spanish,zav1.9,NA,0
Spain,Spanish,zav1.9,NA,0
Costa Rica,Spanish,zav1.9,ñta,0
Costa Rica,Spanish,zav1.9,súbitamente la pelota lanzó,1
Colombia,Spanish,zav1.9,Súbitamente la pelota lanzó.,1
Colombia,Spanish,zav1.9,subitamente lanzo la pelota,1
Colombia,Spanish,zav1.9,SUBITAMENTE LANZO LA PELOTA,1
Costa Rica,Spanish,zav1.9,subitamente lanzo la pelota,1
Costa Rica,Spanish,zav1.9,súbitamente lanzo la pelota,1
Chile,Spanish,zav1.9,súbitamente lanzó la pelota,1
Chile,Spanish,zav1.9,Súbitamente lanzó la pelota,1
Colombia,Spanish,zav1.9,súbitamente lanzó la pelota,1
Colombia,Spanish,zav1.9,Súbitamente lanzó la pelota,1
Costa Rica,Spanish,zav1.9,súbitamente lanzó la pelota,1
Costa Rica,Spanish,zav1.9,Súbitamente lanzó la pelota,1
Spain,Spanish,zav1.9,súbitamente lanzó la pelota,1
Spain,Spanish,zav1.9,Súbitamente lanzó la pelota,1
Costa Rica,Spanish,zav1.9,sùbitamente lanzo la pelota,1
Colombia,Spanish,zav1.9,subitamente lanzo la pelota ,1
Costa Rica,Spanish,zav1.9,subitamente lanzo la pelota ,1
Chile,Spanish,zav1.9,súbitamente lanzó la pelota ,1
Chile,Spanish,zav1.9,Súbitamente lanzó la pelota ,1
Costa Rica,Spanish,zav1.9,Súbitamente lanzó la pelota ,1
Chile,Spanish,zav1.9,súbitamente lanzó la pelota fuera del patio,2
Costa Rica,Spanish,zav1.9,subitamente lanzo la pelota una vez,2
Colombia,Spanish,zav1.9,Subitamente lanzó la pelota.,1
Costa Rica,Spanish,zav1.9,Súbitamente lanzó la pelota.,1
Spain,Spanish,zav1.9,Súbitamente lanzó la pelota.,1
Costa Rica,Spanish,zav1.9,subitamente lanzo lo pelota ,1
Costa Rica,Spanish,zav1.9,SUBITANEAMENTE LANZO LA PELOTA,1
Costa Rica,Spanish,zav1.9,vez el lanzo la pelota subitamente,2
Costa Rica,Spanish,zav1.9,vez la pelota súbitamente lanzo,2
Costa Rica,Spanish,zav1.9,vez lanzo la pelota subitamente,2
Costa Rica,Spanish,zav1.9,vez lanzó la pelota subitamente,2
Costa Rica,Spanish,zav1.9,vez subitamente lanzò la pelota,2
Costa Rica,Spanish,zav1.9,vez súbitamente lanzo la pelota,2
Costa Rica,Spanish,zav1.9,"vez, la pelota lanzo subitamente ",2
Chile,Spanish,zav1.9,,0
Colombia,Spanish,zav1.9,,0
Costa Rica,Spanish,zav1.9,,0
Spain,Spanish,zav1.9,,0
Colombia,Spanish,zav2.1, hierve los huevos de ella,2
Costa Rica,Spanish,zav2.1,de ella hierve los huevos,2
Costa Rica,Spanish,zav2.1,ella hierbe los huevos,1
Spain,Spanish,zav2.1,Ella hierbe los huevos,1
Chile,Spanish,zav2.1,ella hierva los huevos,1
Spain,Spanish,zav2.1,ella hierve dos huevos,1
Costa Rica,Spanish,zav2.1,ella hierve lo huevos,1
Costa Rica,Spanish,zav2.1,ella hierve los guevos de ,2
Costa Rica,Spanish,zav2.1,ella hierve los huevo de,2
Chile,Spanish,zav2.1,ella hierve los huevos,1
Chile,Spanish,zav2.1,Ella hierve los huevos,1
Colombia,Spanish,zav2.1,ella hierve los huevos,1
Colombia,Spanish,zav2.1,Ella hierve los huevos,1
Costa Rica,Spanish,zav2.1,ella hierve los huevos,1
Costa Rica,Spanish,zav2.1,Ella hierve los huevos,1
Spain,Spanish,zav2.1,ella hierve los huevos,1
Spain,Spanish,zav2.1,Ella hierve los huevos,1
Colombia,Spanish,zav2.1,ella hierve los huevos ,1
Colombia,Spanish,zav2.1,Ella hierve los huevos ,1
Costa Rica,Spanish,zav2.1,ella hierve los huevos ,1
Costa Rica,Spanish,zav2.1,Ella hierve los huevos ,1
Spain,Spanish,zav2.1,ella hierve los huevos ,1
Costa Rica,Spanish,zav2.1,ella hierve los huevos de,2
Costa Rica,Spanish,zav2.1,ella hierve los huevos de ,2
Colombia,Spanish,zav2.1,Ella hierve los huevos.,1
Costa Rica,Spanish,zav2.1,Ella hierve los huevos.,1
Spain,Spanish,zav2.1,ella hierve los huevos.,1
Colombia,Spanish,zav2.1,Ella hierve los huevos. ,1
Costa Rica,Spanish,zav2.1,ella hiervelos huevos,1
Costa Rica,Spanish,zav2.1,ella hieve los huevos,1
Costa Rica,Spanish,zav2.1,ella hieve los huevos de,2
Costa Rica,Spanish,zav2.1,Ella hirve los huevos ,1
Costa Rica,Spanish,zav2.1,ellos hierven huevos,1
Costa Rica,Spanish,zav2.1,Hierve ella los huevos?,1
Colombia,Spanish,zav2.1,hierve huevos ella los de,0
Spain,Spanish,zav2.1,Hierve los huevos ,1
Colombia,Spanish,zav2.1,hierve los huevos de ella,2
Costa Rica,Spanish,zav2.1,hierve los huevos de ella,2
Costa Rica,Spanish,zav2.1,Hierve los huevos de ella,2
Costa Rica,Spanish,zav2.1,hierve los huevos de ella.,2
Costa Rica,Spanish,zav2.1,los hguevos ella los hierve,2
Chile,Spanish,zav2.1,los huevos de ella,1
Colombia,Spanish,zav2.1,los huevos de ella,1
Costa Rica,Spanish,zav2.1,los huevos de ella,1
Costa Rica,Spanish,zav2.1,los huevos de ella hierve,2
Colombia,Spanish,zav2.1,NA,0
Spain,Spanish,zav2.1,NA,0
Chile,Spanish,zav2.1,,0
Colombia,Spanish,zav2.1,,0
Costa Rica,Spanish,zav2.1,,0
Spain,Spanish,zav2.1,,0
Spain,Spanish,zav2.10,al hombre viejo transpira,1
Colombia,Spanish,zav2.10,de viejo el hombre suda,1
Costa Rica,Spanish,zav2.10,de viejo el transpira,2
Colombia,Spanish,zav2.10,De viejo suda el hombre ,1
Costa Rica,Spanish,zav2.10,de viejo transpira el hombre,1
Colombia,Spanish,zav2.10,el hmbre de viejo suda,1
Spain,Spanish,zav2.10,el hombre de viejo,2
Costa Rica,Spanish,zav2.10,el hombre transpira,2
Spain,Spanish,zav2.10,el hombre transpira,2
Costa Rica,Spanish,zav2.10,el hombre transpira de viejo,2
Costa Rica,Spanish,zav2.10,el hombre transpira de viejo.,2
Costa Rica,Spanish,zav2.10,el hombre transpira viejo,2
Costa Rica,Spanish,zav2.10,el hombre viajo transpira,1
Spain,Spanish,zav2.10,el hombre viajo transpira,1
Costa Rica,Spanish,zav2.10,el hombre vieja transpira,1
Colombia,Spanish,zav2.10,el hombre viejo suda,1
Colombia,Spanish,zav2.10,El hombre viejo suda,1
Colombia,Spanish,zav2.10,el hombre viejo suda ,1
Colombia,Spanish,zav2.10,El hombre viejo suda.,1
Colombia,Spanish,zav2.10,El hombre viejo suda. ,1
Costa Rica,Spanish,zav2.10,el hombre viejo tranpra,1
Chile,Spanish,zav2.10,el hombre viejo transpira,1
Chile,Spanish,zav2.10,El hombre viejo transpira,1
Costa Rica,Spanish,zav2.10,el hombre viejo transpira,1
Costa Rica,Spanish,zav2.10,El hombre viejo transpira,1
Spain,Spanish,zav2.10,el hombre viejo transpira,1
Spain,Spanish,zav2.10,El hombre viejo transpira,1
Costa Rica,Spanish,zav2.10,el hombre viejo transpira ,1
Spain,Spanish,zav2.10,el hombre viejo transpira ,1
Costa Rica,Spanish,zav2.10,el hombre viejo transpira de,2
Spain,Spanish,zav2.10,El hombre viejo transpira más,2
Costa Rica,Spanish,zav2.10,el hombre viejo transpira.,1
Costa Rica,Spanish,zav2.10,El hombre viejo transpira.,1
Spain,Spanish,zav2.10,el hombre viejo transpira.,1
Costa Rica,Spanish,zav2.10,el hombre viejo traspira de,2
Colombia,Spanish,zav2.10,el hombre vijeo suda,1
Costa Rica,Spanish,zav2.10,el transpira como hombre viejo,2
Chile,Spanish,zav2.10,el transpira de viejo,2
Costa Rica,Spanish,zav2.10,El transpira hombre viejo,2
Costa Rica,Spanish,zav2.10,el traspira hombre viejo,2
Costa Rica,Spanish,zav2.10,el viejo hombre  transpira de ,2
Colombia,Spanish,zav2.10,El viejo hombre suda ,1
Chile,Spanish,zav2.10,el viejo hombre transpira,1
Chile,Spanish,zav2.10,El viejo hombre transpira,1
Costa Rica,Spanish,zav2.10,el viejo hombre transpira,1
Costa Rica,Spanish,zav2.10,El viejo hombre transpira,1
Spain,Spanish,zav2.10,el viejo hombre transpira,1
Spain,Spanish,zav2.10,El viejo hombre transpira,1
Costa Rica,Spanish,zav2.10,el viejo transpira,2
Costa Rica,Spanish,zav2.10,el viejo transpira de hombre,2
Costa Rica,Spanish,zav2.10,fghjk,0
Costa Rica,Spanish,zav2.10,hombre viejo transpira,2
Colombia,Spanish,zav2.10,NA,0
Spain,Spanish,zav2.10,NA,0
Spain,Spanish,zav2.10,tets,0
Costa Rica,Spanish,zav2.10,Transpira el hombre de viejo,2
Chile,Spanish,zav2.10,transpira el hombre viejo,1
Costa Rica,Spanish,zav2.10,transpira el hombre viejo,1
Spain,Spanish,zav2.10,transpira el hombre viejo,1
Chile,Spanish,zav2.10,,0
Colombia,Spanish,zav2.10,,0
Costa Rica,Spanish,zav2.10,,0
Spain,Spanish,zav2.10,,0
Colombia,Spanish,zav2.11,como era la cortina,1
Costa Rica,Spanish,zav2.11,como era la cortina,1
Costa Rica,Spanish,zav2.11,Como era la cortina,1
Costa Rica,Spanish,zav2.11,Como era la cortina ,1
Colombia,Spanish,zav2.11,como era la cortina verde,2
Costa Rica,Spanish,zav2.11,como era la cortina verde,2
Costa Rica,Spanish,zav2.11,Como era la cortina verde,2
Spain,Spanish,zav2.11,como era la cortina verde,2
Colombia,Spanish,zav2.11,Como era la cortina verde ,2
Costa Rica,Spanish,zav2.11,como era la cortina verde.,2
Costa Rica,Spanish,zav2.11,"Cómo era la cortina, verde?",2
Costa Rica,Spanish,zav2.11,Como era la cortina?,1
Chile,Spanish,zav2.11,Como la cortina verd,1
Chile,Spanish,zav2.11,como la cortina verde,1
Costa Rica,Spanish,zav2.11,como la cortina verde,1
Costa Rica,Spanish,zav2.11,Cómo la cortina verde?,2
Spain,Spanish,zav2.11,cono era la cortina,1
Chile,Spanish,zav2.11,era como la cortina,1
Colombia,Spanish,zav2.11,era como la cortina,1
Costa Rica,Spanish,zav2.11,era como la cortina,1
Costa Rica,Spanish,zav2.11,Era como la cortina,1
Chile,Spanish,zav2.11,era como la cortina verde,2
Colombia,Spanish,zav2.11,Era como la cortina verde,2
Costa Rica,Spanish,zav2.11,era como la cortina verde,2
Spain,Spanish,zav2.11,era como la cortina verde,2
Costa Rica,Spanish,zav2.11,era como la cortina verde ,2
Chile,Spanish,zav2.11,era la cortina verde,1
Chile,Spanish,zav2.11,Era la cortina verde,1
Colombia,Spanish,zav2.11,era la cortina verde,1
Costa Rica,Spanish,zav2.11,era la cortina verde,1
Spain,Spanish,zav2.11,era la cortina verde,1
Costa Rica,Spanish,zav2.11,era la cortina verde como,2
Chile,Spanish,zav2.11,era verde la cortina,1
Colombia,Spanish,zav2.11,era verde la cortina,1
Costa Rica,Spanish,zav2.11,era verde la cortina,1
Costa Rica,Spanish,zav2.11,la  cortina era verde,1
Colombia,Spanish,zav2.11,la cortina como era verde,2
Costa Rica,Spanish,zav2.11,La cortina era  verde,1
Costa Rica,Spanish,zav2.11,la cortina era como verde,2
Spain,Spanish,zav2.11,la cortina era verda,1
Chile,Spanish,zav2.11,la cortina era verde,1
Chile,Spanish,zav2.11,La cortina era verde,1
Colombia,Spanish,zav2.11,la cortina era verde,1
Colombia,Spanish,zav2.11,La cortina era verde,1
